Date;Close;Volume;Dividends
2024-06-05 00:00:00-0300;77.37852478027344;167021;0.0
2024-06-06 00:00:00-0300;77.32860565185547;87185;0.0
2024-06-07 00:00:00-0300;77.44158172607422;148823;0.063079
2024-06-10 00:00:00-0300;78.28083801269531;119690;0.0
2024-06-11 00:00:00-0300;78.87032318115234;623854;0.0
2024-06-12 00:00:00-0300;80.00931549072266;609538;0.0
2024-06-13 00:00:00-0300;78.4007339477539;151406;0.0
2024-06-14 00:00:00-0300;78.93026733398438;180293;0.0
2024-06-17 00:00:00-0300;80.32903289794922;116849;0.0
2024-06-18 00:00:00-0300;79.07014465332031;133396;0.0
2024-06-19 00:00:00-0300;79.51974487304688;46833;0.0
2024-06-20 00:00:00-0300;80.25909423828125;175838;0.0
2024-06-21 00:00:00-0300;81.44804382324219;185057;0.0
2024-06-24 00:00:00-0300;80.56881713867188;167304;0.0
2024-06-25 00:00:00-0300;83.82594299316406;142839;0.0
2024-06-26 00:00:00-0300;84.25556182861328;119752;0.0
2024-06-27 00:00:00-0300;84.94495391845703;355506;0.0
2024-06-28 00:00:00-0300;85.21471405029297;316896;0.0
2024-07-01 00:00:00-0300;86.1438980102539;294498;0.0
2024-07-02 00:00:00-0300;87.07307434082031;240140;0.0
2024-07-03 00:00:00-0300;86.30374908447266;191402;0.0
2024-07-04 00:00:00-0300;85.42453002929688;49840;0.0
2024-07-05 00:00:00-0300;86.82329559326172;211572;0.0
2024-07-08 00:00:00-0300;86.26378631591797;156754;0.0
2024-07-09 00:00:00-0300;85.11480712890625;104932;0.0
2024-07-10 00:00:00-0300;85.92408752441406;412281;0.0
2024-07-11 00:00:00-0300;84.74513244628906;219300;0.0
2024-07-12 00:00:00-0300;82.85679626464844;245094;0.0
2024-07-15 00:00:00-0300;84.45538330078125;217487;0.0
2024-07-16 00:00:00-0300;83.306396484375;128648;0.0
2024-07-17 00:00:00-0300;82.42717742919922;330620;0.0
2024-07-18 00:00:00-0300;82.31727600097656;179247;0.0
2024-07-19 00:00:00-0300;83.01665496826172;67540;0.0
2024-07-22 00:00:00-0300;84.51532745361328;148482;0.0
2024-07-23 00:00:00-0300;85.1347885131836;301563;0.0
