Date;Close;Volume;Dividends
2024-06-05 00:00:00-0300;117.9000015258789;3475377;0.0
2024-06-06 00:00:00-0300;119.4000015258789;4179139;0.0
2024-06-07 00:00:00-0300;117.12999725341797;6271674;0.0
2024-06-10 00:00:00-0300;117.3499984741211;5054211;0.0
2024-06-11 00:00:00-0300;118.0;5365316;0.0
2024-06-12 00:00:00-0300;116.45999908447266;13576008;0.0
2024-06-13 00:00:00-0300;116.18000030517578;6118398;0.0
2024-06-14 00:00:00-0300;116.22000122070312;5884307;0.0
2024-06-17 00:00:00-0300;115.73999786376953;3690929;0.0
2024-06-18 00:00:00-0300;116.12000274658203;4144535;0.0
2024-06-19 00:00:00-0300;116.76000213623047;7572350;0.0
2024-06-20 00:00:00-0300;117.12000274658203;10357458;0.0
2024-06-21 00:00:00-0300;118.0199966430664;8814447;0.0
2024-06-24 00:00:00-0300;119.08000183105469;4647760;0.0
2024-06-25 00:00:00-0300;118.9000015258789;3960912;0.0
2024-06-26 00:00:00-0300;119.13999938964844;4157092;0.0
2024-06-27 00:00:00-0300;120.80000305175781;3979875;0.0
2024-06-28 00:00:00-0300;120.37999725341797;6187617;0.0
2024-07-01 00:00:00-0300;121.08000183105469;4326923;0.0
2024-07-02 00:00:00-0300;121.33000183105469;5692791;0.0
2024-07-03 00:00:00-0300;122.13999938964844;7489909;0.0
2024-07-04 00:00:00-0300;122.62000274658203;7382593;0.0
2024-07-05 00:00:00-0300;122.69999694824219;5502079;0.0
2024-07-08 00:00:00-0300;122.94000244140625;3398204;0.0
2024-07-09 00:00:00-0300;123.54000091552734;3077215;0.0
2024-07-10 00:00:00-0300;123.5;5715165;0.0
2024-07-11 00:00:00-0300;124.56999969482422;8635165;0.0
2024-07-12 00:00:00-0300;125.19999694824219;4182843;0.0
2024-07-15 00:00:00-0300;125.72000122070312;4253086;0.0
2024-07-16 00:00:00-0300;125.37000274658203;6867841;0.0
2024-07-17 00:00:00-0300;125.81999969482422;7550262;0.0
2024-07-18 00:00:00-0300;124.0199966430664;10454538;0.0
2024-07-19 00:00:00-0300;124.0;5076064;0.0
2024-07-22 00:00:00-0300;124.26000213623047;3621855;0.0
2024-07-23 00:00:00-0300;122.94999694824219;4505869;0.0
2024-07-24 00:00:00-0300;122.86000061035156;3059223;0.0
2024-07-25 00:00:00-0300;122.41000366210938;3428805;0.0
2024-07-26 00:00:00-0300;123.9800033569336;11921108;0.0
2024-07-29 00:00:00-0300;123.45999908447266;4413160;0.0
2024-07-30 00:00:00-0300;122.70999908447266;2801637;0.0
2024-07-31 00:00:00-0300;124.04000091552734;3563965;0.0
2024-08-01 00:00:00-0300;123.73999786376953;4551782;0.0
2024-08-02 00:00:00-0300;122.37999725341797;6509549;0.0
