Date;Close;Volume;Dividends
2024-06-05 00:00:00-0300;77.07817077636719;40119;0.0
2024-06-06 00:00:00-0300;76.74173736572266;30065;0.0
2024-06-07 00:00:00-0300;77.04180908203125;19848;0.0
2024-06-10 00:00:00-0300;76.9236068725586;31926;0.0
2024-06-11 00:00:00-0300;76.81449890136719;24552;0.0
2024-06-12 00:00:00-0300;75.98705291748047;46564;0.0
2024-06-13 00:00:00-0300;74.8322982788086;29108;0.0
2024-06-14 00:00:00-0300;74.55950164794922;28671;0.0
2024-06-17 00:00:00-0300;74.69590759277344;32356;0.0
2024-06-18 00:00:00-0300;74.4776840209961;31541;0.0
2024-06-19 00:00:00-0300;74.50496673583984;27266;0.0
2024-06-20 00:00:00-0300;74.24128723144531;26749;0.0
2024-06-21 00:00:00-0300;74.55950164794922;28242;0.0
2024-06-24 00:00:00-0300;74.3958511352539;28366;0.0
2024-06-25 00:00:00-0300;74.79592895507812;24818;0.0
2024-06-26 00:00:00-0300;75.0505142211914;21089;0.0
2024-06-27 00:00:00-0300;77.36913299560547;23264;0.0
2024-06-28 00:00:00-0300;75.95978546142578;56844;0.0
2024-07-01 00:00:00-0300;76.1247329711914;33228;0.65
2024-07-02 00:00:00-0300;77.11444854736328;41547;0.0
2024-07-03 00:00:00-0300;78.03083038330078;32367;0.0
2024-07-04 00:00:00-0300;79.7536392211914;28151;0.0
2024-07-05 00:00:00-0300;82.3836898803711;24260;0.0
2024-07-08 00:00:00-0300;82.2462387084961;22671;0.0
2024-07-09 00:00:00-0300;83.1626205444336;17432;0.0
2024-07-10 00:00:00-0300;83.6299819946289;24981;0.0
2024-07-11 00:00:00-0300;82.20040893554688;28550;0.0
2024-07-12 00:00:00-0300;83.84992218017578;23870;0.0
2024-07-15 00:00:00-0300;84.10651397705078;23599;0.0
2024-07-16 00:00:00-0300;83.98737335205078;20305;0.0
2024-07-17 00:00:00-0300;83.86824798583984;19958;0.0
2024-07-18 00:00:00-0300;84.02404022216797;15143;0.0
2024-07-19 00:00:00-0300;84.033203125;15695;0.0
2024-07-22 00:00:00-0300;84.48224639892578;18871;0.0
2024-07-23 00:00:00-0300;83.8224105834961;16750;0.0
2024-07-24 00:00:00-0300;82.92436981201172;19578;0.0
2024-07-25 00:00:00-0300;82.49364471435547;17754;0.0
2024-07-26 00:00:00-0300;80.7800064086914;23788;0.0
2024-07-29 00:00:00-0300;82.3836898803711;35667;0.0
2024-07-30 00:00:00-0300;81.11907196044922;22281;0.0
2024-07-31 00:00:00-0300;80.85332489013672;18027;0.0
2024-08-01 00:00:00-0300;79.57929992675781;36303;0.65
2024-08-02 00:00:00-0300;79.20079040527344;24498;0.0
2024-08-05 00:00:00-0300;78.79460144042969;16961;0.0
2024-08-06 00:00:00-0300;79.0254135131836;14163;0.0
2024-08-07 00:00:00-0300;79.29312133789062;10297;0.0
2024-08-08 00:00:00-0300;83.05975341796875;76198;0.0
2024-08-09 00:00:00-0300;82.17349243164062;16598;0.0
2024-08-12 00:00:00-0300;81.65648651123047;28576;0.0
2024-08-13 00:00:00-0300;81.57341003417969;18255;0.0
2024-08-14 00:00:00-0300;81.84114074707031;19325;0.0
2024-08-15 00:00:00-0300;81.75804138183594;26794;0.0
2024-08-16 00:00:00-0300;82.12733459472656;18342;0.0
2024-08-19 00:00:00-0300;82.33966827392578;16902;0.0
2024-08-20 00:00:00-0300;82.42274475097656;13824;0.0
2024-08-21 00:00:00-0300;82.29350280761719;14390;0.0
2024-08-22 00:00:00-0300;81.57341003417969;19420;0.0
2024-08-23 00:00:00-0300;82.21041107177734;17347;0.0
2024-08-26 00:00:00-0300;81.74882507324219;17385;0.0
2024-08-27 00:00:00-0300;80.77945709228516;22484;0.0
2024-08-28 00:00:00-0300;80.05937957763672;21396;0.0
2024-08-29 00:00:00-0300;80.50249481201172;18085;0.0
2024-08-30 00:00:00-0300;81.24105834960938;24279;0.0
2024-09-02 00:00:00-0300;80.6923828125;25487;0.64
2024-09-03 00:00:00-0300;79.49274444580078;37514;0.0
2024-09-04 00:00:00-0300;80.22740936279297;16377;0.0
2024-09-05 00:00:00-0300;80.16229248046875;17720;0.0
2024-09-06 00:00:00-0300;80.19951629638672;19428;0.0
2024-09-09 00:00:00-0300;83.69615173339844;67530;0.0
2024-09-10 00:00:00-0300;81.613037109375;18261;0.0
2024-09-11 00:00:00-0300;81.19457244873047;15423;0.0
2024-09-12 00:00:00-0300;81.15736389160156;13260;0.0
2024-09-13 00:00:00-0300;81.27825164794922;21159;0.0
2024-09-16 00:00:00-0300;81.613037109375;16251;0.0
2024-09-17 00:00:00-0300;80.67378234863281;19173;0.0
2024-09-18 00:00:00-0300;80.03211212158203;14275;0.0
2024-09-19 00:00:00-0300;80.06000518798828;13367;0.0
2024-09-20 00:00:00-0300;79.87401580810547;28059;0.0
2024-09-23 00:00:00-0300;79.13936614990234;16671;0.0
2024-09-24 00:00:00-0300;78.48839569091797;18870;0.0
2024-09-25 00:00:00-0300;77.13993835449219;22736;0.0
2024-09-26 00:00:00-0300;77.38172912597656;20664;0.0
2024-09-27 00:00:00-0300;78.86966705322266;30652;0.0
2024-09-30 00:00:00-0300;78.59068298339844;15180;0.0
2024-10-01 00:00:00-0300;76.38029479980469;59081;0.6
2024-10-02 00:00:00-0300;77.27943420410156;25085;0.0
2024-10-03 00:00:00-0300;77.59788513183594;24292;0.0
2024-10-04 00:00:00-0300;77.83202362060547;17941;0.0
2024-10-07 00:00:00-0300;78.30970764160156;19644;0.0
